id,title,desc,loc,date,tags
37163,U-M Bicentennial Jazz Festival Master Class: Gary Burton,"Benny Green, moderator. Gary Burton is an American jazz vibraphonist, composer and jazz educator. Burton developed a pianistic style of four-mallet technique as an alternative to the prevailing two-mallet technique. This approach caused him to be heralded as an innovator and his sound and technique are widely imitated. He is also known for pioneering fusion jazz and popularizing the duet format in jazz, as well as being a major figure in music education from his 30 years at the Berklee College of Music.",Map Earl V. Moore Building - Hankinson Rehearsal Hall,['2017-02-11 14:10'],"['Free', 'Music', 'North campus']"
37164,U-M Bicentennial Jazz Festival Awards Concert: U-M Jazz Lab Ensemble,"Andrew Bishop, director, John Fedchock, Tom Fowler, Scott Belck, guest soloists.",Map Walgreen Drama Center - Stamps Auditorium,['2017-02-11 16:10'],"['Free', 'Music', 'North campus']"
37180,Citizens' Climate Lobby Monthly Meeting,"Worried about climate change? Wondering how you can make a real difference? Come to the monthly meeting of the Ann Arbor chapter of Citizens' Climate Lobby (CCL). CCL is a national, grassroots organization working to enact federal legislation to put a price on CO2. Our meetings consist of dialing in to a national conference call (featuring different guest speakers each month), followed by local discussion of actions.","First Unitarian Universalist Congregation, 4001 Ann Arbor-Saline Rd","['2017-02-11 12:45', '2017-06-10 12:45', '2017-08-12 12:45', '2017-10-14 12:45', '2017-12-09 12:45']","['Activism', 'Climate change', 'Environment', 'Free', 'Politics', 'Volunteer']"
37204,6th Annual Shirley Verrett Awards Ceremony,"The U-M Women of Color in the Academy Project (WOCAP) will bestow its 6th Annual Shirley Verrett Award to Anita Gonzalez, Ph.D. on February 8th, 2017 from 5:00-6:30 p.m. at Stamps Auditorium on U-M’s North Campus. Featuring musical and theatrical performances by: - Olivia Johnson, Mezzo-Soprano, Graduate Student, School of Music, Theatre & Dance and Cesar Canon, Pianist, Graduate Student Staff Assistant, School of Music, Theatre & Dance performing ""Hat dich die Liebe berührt"" by Joseph Marx -Video Screening from the University of Michigan World Class Series - ""Chippewa Storytelling Incubator"" - https://worldclass.umich.edu/course-challenges-students-to-learn-about-other-cultures-through-immersion/ -Excerpt from the musical Ybor City. Book by Anita Gonzalez, Music and Lyrics by Dan Furman, Music Director Martijn Appelo -""People Like Us"" performed by Elyakeem Avraham and Jake Smith A reception will immediately follow in the lobby. Free, reserved shuttles will be leaving from Hill Auditorium at 4:30pm and 4:45pm for the event. After the event, the shuttle will make 2 return trips from the U-M bus stop on Murfin Avenue back to Hill Auditorium. The first will leave at 6:45 pm, and the second at approximately 7pm. This event is free and open to the public, however registration is requested: http://www.cew.umich.edu/events/ShirleyVerrettFeb8",Map Walgreen Drama Center - Stamps Auditorium,['2017-02-08 17:00'],"['Concert', 'Culture', 'Diversity', 'Free', 'Multicultural', 'Music', 'Theater', 'Ums', 'Writing']"
37210,"The Student Experience: Flappers, Mappers, and the Fight for Equality on Campus","Join flappers as they stroll through 1926 Ann Arbor with a beautiful pictorial map and experience the busy student life of the 1920s, celebrate two University of Michigan alumna who have greatly influenced the field of cartography, and explore the rise of diversity and the fight for equality on campus through protest posters from the Joseph A. Labadie Collection of the U-M Library’s Special Collections.",Off Campus Location,"['2017-01-03 14:00', '2017-01-19 8:00', '2017-01-20 8:00', '2017-01-21 10:00', '2017-01-22 13:00', '2017-01-23 8:00', '2017-01-24 8:00', '2017-01-25 8:00', '2017-01-26 8:00', '2017-01-27 8:00', '2017-01-28 10:00', '2017-01-29 13:00', '2017-01-30 8:00', '2017-01-31 8:00', '2017-02-01 8:00', '2017-02-02 8:00', '2017-02-03 8:00', '2017-02-04 10:00', '2017-02-05 13:00', '2017-02-06 8:00', '2017-02-07 8:00', '2017-02-08 8:00', '2017-02-09 8:00', '2017-02-10 8:00', '2017-02-11 10:00', '2017-02-12 13:00', '2017-02-13 8:00', '2017-02-14 8:00', '2017-02-15 8:00', '2017-02-16 8:00', '2017-02-17 8:00', '2017-02-18 10:00', '2017-02-19 13:00', '2017-02-20 8:00', '2017-02-21 8:00', '2017-02-22 8:00', '2017-02-23 8:00', '2017-02-24 8:00', '2017-02-25 10:00', '2017-02-26 13:00', '2017-02-27 8:00', '2017-02-28 8:00', '2017-03-01 8:00', '2017-03-02 8:00', '2017-03-03 8:00', '2017-03-04 10:00', '2017-03-05 13:00', '2017-03-06 8:00', '2017-03-07 8:00', '2017-03-08 8:00', '2017-03-09 8:00', '2017-03-10 8:00', '2017-03-11 10:00', '2017-03-12 13:00', '2017-03-13 8:00', '2017-03-14 8:00', '2017-03-15 8:00', '2017-03-16 8:00', '2017-03-17 8:00', '2017-03-18 10:00', '2017-03-19 13:00', '2017-03-20 8:00', '2017-03-21 8:00', '2017-03-22 8:00', '2017-03-23 8:00', '2017-03-24 8:00', '2017-03-25 10:00', '2017-03-26 13:00', '2017-03-27 8:00', '2017-03-28 8:00', '2017-03-29 8:00', '2017-03-30 8:00', '2017-03-31 8:00', '2017-04-01 10:00', '2017-04-02 13:00', '2017-04-03 8:00', '2017-04-04 8:00', '2017-04-05 8:00', '2017-04-06 8:00', '2017-04-07 8:00', '2017-04-08 10:00', '2017-04-09 13:00', '2017-04-10 8:00', '2017-04-11 8:00', '2017-04-12 8:00', '2017-04-13 8:00', '2017-04-14 8:00', '2017-04-15 10:00', '2017-04-16 13:00', '2017-04-17 8:00', '2017-04-18 8:00', '2017-04-19 8:00', '2017-04-20 8:00', '2017-04-21 8:00', '2017-04-22 10:00', '2017-04-23 13:00', '2017-04-24 8:00', '2017-04-25 8:00', '2017-04-26 8:00', '2017-04-27 8:00', '2017-04-28 8:00', '2017-04-29 10:00', '2017-04-30 13:00', '2017-05-01 8:00', '2017-05-02 8:00', '2017-05-03 8:00', '2017-05-04 8:00', '2017-05-05 8:00', '2017-05-06 10:00', '2017-05-07 13:00', '2017-05-08 8:00', '2017-05-09 8:00', '2017-05-10 8:00', '2017-05-11 8:00', '2017-05-12 8:00']","['Bicentennial', 'Exhibition', 'Free', 'Library']"
37212,Exhibit Opening for The Student Experience,"Third Thursday in the Clark Library! Join us for the official opening of the exhibits ""The Student Experience: Flappers, Mappers, and the Fight for Equality on Campus"" and “Women in War: Wartime Posters of the Democratic Republic of Vietnam (1950s-1970s).” In honor of these new exhibits, we'll feature maps of Ann Arbor and the history of the University of Michigan, while the creators of the exhibits will be on hand to answer questions. Come and celebrate the University of Michigan’s bicentennial!",Map Harlan Hatcher Graduate Library - Clark Library (2nd Floor Hatcher),['2017-01-19 16:00'],"['Bicentennial', 'Food', 'Free', 'Library']"
37219,Positive Links Speaker Series,"Janyuary 24, 2017 4:00-5:00 p.m. Free and open to the public; reception to follow. Michigan Ross Campus Ross Building 701 Tappan Ave Colloquium, 6th Floor Ann Arbor, MI 48109-1234 Positive Links: Gain inspiring and practical research-based strategies for building organizations that are high performing and bring out the best in people. Learn from leading positive organizational scholars and connect with our community of academics, students, staff, and leaders. Positive Links sessions take place at Michigan Ross, and are free and open to the public. About the Talk: While business can play an important role in addressing society’s grand challenges, enterprise leaders and their partners have yet to fully deliver on this promise. To fulfil these aspirations, we must challenge imbedded assumptions and provide business leaders with actionable strategies and tools for achieving impact at scale. Focusing on the base of the pyramid – which includes the four billion poorest people on this planet – Ted London will draw from his new book to present a roadmap for building sustainable, scalable businesses that generate positive impacts for companies and move us toward a more equitable and inclusive global society. About London: Ted London is Vice President, Scaling Impact Initiative at the William Davidson Institute and a member of the faculty at the University of Michigan’s Ross School of Business. An internationally recognized expert on the intersection of business strategy and poverty alleviation, London focuses his research on developing enterprise strategies for base of the pyramid (BoP) markets, building cross-sector collaborations, and enhancing mutual value creation. His latest book, The Base of the Pyramid Promise: Building Businesses with Impact and Scale, translates over 25 years of research and field-based experience into actionable strategies, frameworks, and tools for developing sustainable, scalable enterprises in BoP markets. Hosted by: Jane Dutton, co-founder of the Center for Positive Organizations; Robert L. Kahn Distinguished University Professor of Business Administration and Psychology Sponsors: The Center for Positive Organizations thanks University of Michigan Learning & Professional Development, Sanger Leadership Center, Tauber Institute for Global Operations, Samuel Zell & Robert H. Lurie Institute for Entrepreneurial Studies, and Diane and Paul Jones (MBA ‘75), for their support of the 2016-17 Positive Links Speaker Series.","Map Ross School of Business - Colloquium, 6th Floor, Ross Building",['2017-01-24 16:00'],"['Books', 'Discussion', 'Free', 'Leadership', 'Lecture', 'Research']"
37222,Positive Links Speaker Series,"February 20, 2017 4:00-5:00 p.m. Free and open to the public; reception to follow. Michigan Ross Campus Ross Building 701 Tappan Colloquium, 6th Floor Ann Arbor, MI 48109-1234 Positive Links: Gain inspiring and practical research-based strategies for building organizations that are high performing and bring out the best in people. Learn from leading positive organizational scholars and connect with our community of academics, students, staff, and leaders. Positive Links sessions take place at Michigan Ross, and are free and open to the public. About Lee: Julia Lee is a Postdoctoral Fellow in the Management and Organizations Department at the Stephen M. Ross School of Business. Beginning in the summer of 2017, she will join Michigan Ross as a Faculty member. She focuses on the motivation of employees to reach their full potential, healthy, and honest behavior in organizations. Her current work relates to how relational self-affirmation, by highlighting one’s contributions, can lead to positive outcomes. These results are measured at an and creative performance, team level (information exchange and team performance), and organizational level (reduced burnout and turnover). Hosted by: Jane Dutton, co-founder of the Center for Positive Organizations; Robert L. Kahn Distinguished University Professor of Business Administration and Psychology Sponsors: The Center for Positive Organizations thanks University of Michigan Learning & Professional Development, Sanger Leadership Center, Tauber Institute for Global Operations, Samuel Zell & Robert H. Lurie Institute for Entrepreneurial Studies, and Diane and Paul Jones (MBA ‘75), for their support of the 2016-17 Positive Links Speaker Series.","Map Ross School of Business - Colloquium, 6th Floor, Ross Building",['2017-02-20 16:00'],"['Books', 'Discussion', 'Free', 'Leadership', 'Lecture']"
37236,Behavioral Activation and Finding Fun Activities,"Please join us for a presentation and Q & A focusing on a topic that impacts student mental health. The presentation will be followed by a support group session led by a licensed social worker to discuss challenges attendees may be facing coping with depression, anxiety, stress, and/or mood swings and share successful strategies for managing illness in the context of college life. It will also be an opportunity to connect with other students who may have similar experiences.Visit www.campusmindworks.org for more information, including group dates and topics. No pre-registration required. Pizza will be served!",Map Chrysler Center - 265,"['2017-02-07 17:30', '2017-02-21 17:30']","['Free', 'Health & wellness', 'Mental health']"
37238,Body Image and Social Media,"Please join us for a presentation and Q & A focusing on body image and social media. The presentation will be followed by a support group session led by a licensed social worker to discuss challenges attendees may be facing coping with body image, depression, anxiety, stress, and/or mood swings and share successful strategies for managing illness in the context of college life. It will also be an opportunity to connect with other students who may have similar experiences.Visit www.campusmindworks.org for more information, including group dates and topics. No pre-registration required. Pizza will be served!",Map Chrysler Center - 265,['2017-03-14 17:30'],"['Free', 'Health & wellness', 'Mental health']"
37239,Health Professions Education (HPE) Day 2017,"This annual event aims to spark interprofessional collaboration, networking, and inspiration for future research and practice for educational efforts across the health professions schools at University of Michigan. This program will include poster and panel sessions, as well as a discussion of best practices in the implementation of interprofessional education. Keynote Speaker: Jeanette Mladenovic, MD, MBA, MACP Former Executive Vice President and Provost Oregon Health & Science University Thursday, April 13, 2017 8:00am – 1:00pm Michigan League Ballroom Lunch will be provided – 2017 HPE Day Registration Required The planning committee invites ALL members of the Health Professions Education Community to submit abstracts for poster presentations. Links for abstract submission and registration are located on our website. For more information: http://dlhs-umi.ch/hpe-day Contact us: hpe-day-organizers@umich.edu",Map Michigan League - Ballroom,['2017-04-13 8:00'],"['Free', 'Medicine', 'Nursing', 'Pre med', 'Public health', 'Research', 'Science']"
37266,Coffee & Cookies with Semester in Detroit,"Stop by the Semester in Detroit office in 1615 East Quad to learn more about our program, check in about your application, and reconnect with alumni. And, of course, eat delicious cookies and refuel on your coffee. See you there!",Map East Quadrangle - 1615,"['2017-01-13 11:00', '2017-01-27 11:00', '2017-02-17 11:00']","['Activism', 'Applications', 'Detroit', 'Food', 'Free', 'Internship', 'Social', 'Social impact', 'Social justice', 'Study abroad', 'Urban studies']"
37267,Faculty Author Recognition Celebration,"Join us to honor faculty who wrote monographs published in 2016. Enjoy refreshments as you browse publications and chat with authors. Remarks at this 5th annual reception will be at 3:30 p.m. by bestselling author, commentator, teacher, and coach John U. Bacon.",Map Harlan Hatcher Graduate Library - Gallery (Room 100),['2017-02-22 15:00'],"['Bicentennial', 'Books', 'Food', 'Free', 'Library']"
37271,mmmmmm writing,"Stop by the Sweetland Peer Writing Center on Thursday, January 19th any time between 9:30am and noon for free coffee and donuts. Check out Writing Center and find out how we can help you with your essays, research papers, and other writing projects in the coming year. Peer Writing Center - Angell Hall G219",Map Angell Hall - G219,['2017-01-19 9:30'],"['Food', 'Free', 'Undergraduate', 'Writing']"
37275,The Gender Leadership Gap: Barriers and Bias in the Academy and Beyond,"Kevin Miller, Senior Researcher at the American Association of University Women (AAUW), gives the February Emergent Research lecture. About the talk: In almost every industry and institution, men occupy leadership positions at a vastly disproportionate rate. For instance, in the private sector workforce, white men in particular are nearly twice as likely to be executives as would be expected by chance. Women now receive the majority of university degrees at almost all levels, including the doctoral level, and women now make up the majority of junior faculty and instructors at many colleges and universities. But as in other sectors, leaders at universities are still disproportionately likely to be men. Will time alone close the gender leadership gap in the academy? What can be done to eliminate the barriers and bias facing women? Kevin Miller of the American Association of University Women will review statistical information and research on the gender leadership gap, with a focus on issues facing women in the academy. Sponsored by the University Library and the ADVANCE program. Emergent Research events are aimed at better understanding the various types of research undertaken across campus, particularly as they relate to library services and support, opportunities for collaboration, data management and preservation, and beyond.",Map Harlan Hatcher Graduate Library - Gallery (Room 100),['2017-02-16 13:00'],"['Free', 'Lecture', 'Library', 'Research', ""Women's studies""]"
37328,The Grandmother Tree Walk,"Matthaei Botanical Gardens & Nichols Arboretum celebrates the University of Michigan bicentennial with a tour of 12 historic trees in the Arboretum. The bicentennial story is told from the perspective of the trees, and key moments of U-M's people and history that occurred during the trees' long lives are revealed. Visitors may pick up a map at the Arb visitor center to take this easy, self-guided tour.",Map Nichols Arboretum,"['2017-04-03 8:00', '2017-04-04 8:00', '2017-04-05 8:00', '2017-04-06 8:00', '2017-04-07 8:00', '2017-04-08 8:00', '2017-04-09 8:00', '2017-04-10 8:00', '2017-04-11 8:00', '2017-04-12 8:00', '2017-04-13 8:00', '2017-04-14 8:00', '2017-04-15 8:00', '2017-04-16 8:00', '2017-04-17 8:00', '2017-04-18 8:00', '2017-04-19 8:00', '2017-04-20 8:00', '2017-04-21 8:00', '2017-04-22 8:00', '2017-04-23 8:00', '2017-04-24 8:00', '2017-04-25 8:00', '2017-04-26 8:00', '2017-04-27 8:00', '2017-04-28 8:00', '2017-04-29 8:00', '2017-04-30 8:00', '2017-05-01 8:00', '2017-05-02 8:00', '2017-05-03 8:00', '2017-05-04 8:00', '2017-05-05 8:00', '2017-05-06 8:00', '2017-05-07 8:00', '2017-05-08 8:00', '2017-05-09 8:00', '2017-05-10 8:00', '2017-05-11 8:00', '2017-05-12 8:00', '2017-05-13 8:00', '2017-05-14 8:00', '2017-05-15 8:00', '2017-05-16 8:00', '2017-05-17 8:00', '2017-05-18 8:00', '2017-05-19 8:00', '2017-05-20 8:00', '2017-05-21 8:00', '2017-05-22 8:00', '2017-05-23 8:00', '2017-05-24 8:00', '2017-05-25 8:00', '2017-05-26 8:00', '2017-05-27 8:00', '2017-05-28 8:00', '2017-05-29 8:00', '2017-05-30 8:00', '2017-05-31 8:00', '2017-06-01 8:00', '2017-06-02 8:00', '2017-06-03 8:00', '2017-06-04 8:00', '2017-06-05 8:00', '2017-06-06 8:00', '2017-06-07 8:00', '2017-06-08 8:00', '2017-06-09 8:00', '2017-06-10 8:00', '2017-06-11 8:00', '2017-06-12 8:00', '2017-06-13 8:00', '2017-06-14 8:00', '2017-06-15 8:00', '2017-06-16 8:00', '2017-06-17 8:00', '2017-06-18 8:00', '2017-06-19 8:00', '2017-06-20 8:00', '2017-06-21 8:00', '2017-06-22 8:00', '2017-06-23 8:00', '2017-06-24 8:00', '2017-06-25 8:00', '2017-06-26 8:00', '2017-06-27 8:00', '2017-06-28 8:00', '2017-06-29 8:00', '2017-06-30 8:00', '2017-07-01 8:00', '2017-07-02 8:00', '2017-07-03 8:00', '2017-07-04 8:00', '2017-07-05 8:00', '2017-07-06 8:00', '2017-07-07 8:00', '2017-07-08 8:00', '2017-07-09 8:00', '2017-07-10 8:00', '2017-07-11 8:00', '2017-07-12 8:00', '2017-07-13 8:00', '2017-07-14 8:00', '2017-07-15 8:00', '2017-07-16 8:00', '2017-07-17 8:00', '2017-07-18 8:00', '2017-07-19 8:00', '2017-07-20 8:00', '2017-07-21 8:00', '2017-07-22 8:00', '2017-07-23 8:00', '2017-07-24 8:00', '2017-07-25 8:00', '2017-07-26 8:00', '2017-07-27 8:00', '2017-07-28 8:00', '2017-07-29 8:00', '2017-07-30 8:00', '2017-07-31 8:00', '2017-08-01 8:00', '2017-08-02 8:00', '2017-08-03 8:00', '2017-08-04 8:00', '2017-08-05 8:00', '2017-08-06 8:00', '2017-08-07 8:00', '2017-08-08 8:00', '2017-08-09 8:00', '2017-08-10 8:00', '2017-08-11 8:00', '2017-08-12 8:00', '2017-08-13 8:00', '2017-08-14 8:00', '2017-08-15 8:00', '2017-08-16 8:00', '2017-08-17 8:00', '2017-08-18 8:00', '2017-08-19 8:00', '2017-08-20 8:00', '2017-08-21 8:00', '2017-08-22 8:00', '2017-08-23 8:00', '2017-08-24 8:00', '2017-08-25 8:00', '2017-08-26 8:00', '2017-08-27 8:00', '2017-08-28 8:00', '2017-08-29 8:00', '2017-08-30 8:00', '2017-08-31 8:00', '2017-09-01 8:00', '2017-09-02 8:00', '2017-09-03 8:00', '2017-09-04 8:00', '2017-09-05 8:00', '2017-09-06 8:00', '2017-09-07 8:00', '2017-09-08 8:00', '2017-09-09 8:00', '2017-09-10 8:00', '2017-09-11 8:00', '2017-09-12 8:00', '2017-09-13 8:00', '2017-09-14 8:00', '2017-09-15 8:00', '2017-09-16 8:00', '2017-09-17 8:00', '2017-09-18 8:00', '2017-09-19 8:00', '2017-09-20 8:00', '2017-09-21 8:00', '2017-09-22 8:00', '2017-09-23 8:00', '2017-09-24 8:00', '2017-09-25 8:00', '2017-09-26 8:00', '2017-09-27 8:00', '2017-09-28 8:00', '2017-09-29 8:00', '2017-09-30 8:00']","['Bicentennial', 'Environment', 'Free', 'Outdoors', 'Umich200']"
37330,2017-18 CEW Scholarship Application Now Available Online,"Are you a University of Michigan student who is a primary caregiver*? Are you a University of Michigan student who has had a gap in your education? Apply now for a CEW Scholarship! Visit mcompass.umich.edu and search for ""Funding programs for the CEW: Scholarship Program"". Awards range from $1,000 to $10,000, with some larger. Eligible candidates include undergraduate, graduate, and professional students who are primary caregivers or whose education has been interrupted. Applications are due February 15th, 2017. *For complete eligibility criteria and more information, visit cew.umich.edu/services/scholar or email cew-scholarships@umich.edu.",Map Center for the Education of Women,['2017-02-15 0:00'],"['Alumni', 'Diversity', 'Free', 'Graduate', 'Graduate school', 'Leadership', 'Scholarship', 'Undergraduate', 'Welcome to michigan']"
37369,HET Seminars | Naturalness in the Dark,"The search for physics beyond the Standard Model at the LHC is largely oriented towards new particles associated with solutions to the electroweak hierarchy problem. While the precise character of these partner states may vary from model to model, they typically possess large QCD production rates favorable for detection at hadron colliders. Null results in searches for partner particles during Run 1 of the LHC have placed the idea of electroweak naturalness under increasing strain. In this talk I'll discuss a broad class of natural theories where the new degrees of freedom relevant for naturalness lie in hidden sectors and are largely unconstrained by LHC data. Rather than rendering electroweak naturalness untestable, they give rise to entirely new signs of naturalness at the LHC, including displaced decays and other exotic signatures. They also furnish a variety of viable dark matter candidates testable at current and future experiments.",Map West Hall - 335,['2017-01-27 15:00'],"['Free', 'Graduate', 'Lecture', 'Physics', 'Science', 'Talk', 'Undergraduate']"
37375,"Environmental Research Seminar: 1,4-Dioxane in Cape Fear River Basin, North Carolina","Abstract: 1,4-Dioxane is a known liver and kidney toxicant and is classified as likely carcinogenic to humans. 1,4-Dioxane is a water soluble solvent recognized by the US EPA as an emerging drinking water contaminant of concern. Communities in North Carolina, Michigan, and elsewhere share significant concern over 1,4-D-contaminated drinking water. This contaminant has been detected in municipal drinking water in Pittsboro, NC, at some of the highest levels in the US due to contamination in the Cape Fear River basin. In Washtenaw County, MI, a migrating 1,4-D groundwater contamination plume at concentrations above benchmarks has contaminated numerous drinking water wells including a former municipal supply well.",Map Henry F. Vaughan School of Public Health Bldg I and Crossroads and Tower - 3755 SPH I,['2017-01-17 12:00'],"['Community service', 'Ecology', 'Environment', 'Free', 'Health & wellness', 'Lecture', 'Public health', 'Public policy', 'Research', 'Science', 'Social justice']"
37380,"Specialist Recital: Lijia Phang, Violin","PROGRAM: Paganini - Caprice no. 17 in E-flat Major (Sostenuto - Andante); Koh - <byte>; Dvorák - Romance in F Minor, op. 11; Koh - kilo<byte>; Wieniawski - Thème Original Varié, op. 15.",Map Walgreen Drama Center - Stamps Auditorium,['2017-01-05 20:00'],"['Free', 'Music', 'North campus']"
37421,ELI WINTER WORKSHOP SERIES: CREATING YOUR ELEVATOR PITCH,"Everyone needs an “elevator pitch” – that brief introduction which tells others who you are and what you do. When asked about yourself, you need to be able tell both experts and non-experts about your training, your research and scholarship, and why this should matter to them. Come to this workshop to learn how to effectively communicate your work and present yourself in a clear, concise, and effective way. Sign up now to reserve a space: http://bit.ly/2iQIWOF",Map Weiser Hall - 296,['2017-03-14 18:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop']"
37425,Environmental Research Seminar: Health effects of the 2008 northern California wildfires: a spatiotemporal approach,"Abstract: We investigated health effects associated with fine particulate matter during a long-lived, large wildfire complex in northern California in the summer of 2008. We estimated exposure to PM2.5 for each day using an exposure prediction model created through data-adaptive machine learning methods from a large set of spatiotemporal data sets. We then used Poisson generalized estimating equations to calculate the effect of exposure to 24-hour average PM2.5 on cardiovascular and respiratory hospitalizations and ED visits. We further assessed effect modification by sex, age, and area-level socioeconomic status (SES). We observed a linear increase in risk for asthma hospitalizations (RR=1.07, 95% CI=(1.05, 1.10) per 5 µg/m3 increase) and asthma ED visits (RR=1.06, 95% CI=(1.05, 1.07) per 5 µg/m3 increase) with increasing PM2.5 during the wildfires. ED visits for chronic obstructive pulmonary disease (COPD) were associated with PM2.5 during the fires (RR=1.02 (95% CI=(1.01, 1.04) per 5 µg/m3 increase) and this effect was significantly different from that found before the fires but not after. We did not find consistent effects of wildfire smoke on other health outcomes. The effect of PM2.5 during the wildfire period was more pronounced in women compared to men and in adults, ages 20–64, compared to children and adults 65 or older. We also found some effect modification by area-level median income for respiratory ED visits during the wildfires, with the highest effects observed in the ZIP codes with the lowest median income. Using a novel spatiotemporal exposure model, we found some evidence of differential susceptibility to exposure to wildfire smoke. Short bio: Colleen Reid’s research focuses on the interaction of environmental and social exposures on population health with a particular focus on the health impacts of exposures influenced by global climatic changes and society’s responses to those changes. Specifically, she has led research projects on the health impacts of the 2008 northern California wildfires, and the creation and evaluation of a national neighborhood-level map of vulnerability to extreme heat events. Trained in environmental epidemiology and spatial exposure assessment at the University of California, Berkeley, her post-doctoral training was in social epidemiology as a Robert Wood Johnson Foundation Health and Society Scholar at Harvard University. Dr. Reid is currently an assistant professor in Geography at the University of Colorado, Boulder.",Map Henry F. Vaughan School of Public Health Bldg I and Crossroads and Tower - 3755 SPH I,['2017-01-10 12:00'],"['Biology', 'Chemistry', 'Ecology', 'Environment', 'Free', 'Health & wellness', 'Lecture', 'Outdoors', 'Politics', 'Pre-health', 'Public health', 'Public policy', 'Science', 'Social justice']"
37430,ELI WINTER WORKSHOP SERIES: SELF-EDITING YOUR ACADEMIC WRITING,"Most of us know that our written texts can always be improved whether by having tighter organization, making relationships clear or smoothly weaving in and out of sentences. In this workshop we will discuss some strategies for improving your self-editing skills so that you can identify how you can enhance your writing with clarity and coherence. Sign up now to reserve a space: http://bit.ly/2iZblzh",Map Undergraduate Science Building - 1250,['2017-01-24 17:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop', 'Writing']"
37433,ELI WINTER WORKSHOP SERIES: WRITING EFFECTIVE EMAIL,"Have you ever struggled to write important email messages? Have you ever wondered whether your email messages reflect the professional persona you wish to project? Given the importance of email in academic and professional settings, the ability to write effective e-mail messages is an essential skill. In this workshop we will focus on strategies for writing clear, effective and professional email. We will discuss the aspects of email that make it likely to be read, to be easily understood, and to create a good impression. Bring a few samples of your important email messages to analyze. Sign up now to reserve a space: http://bit.ly/2hZdo4B",Map Undergraduate Science Building - 1250,['2017-01-31 17:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop', 'Writing']"
37435,ELI WINTER WORKSHOP SERIES: JOB INTERVIEWING IN ENGLISH,"If you have ever been on a job interview, you may have experienced how we can sometimes freeze up in high-pressure situations. When interviewing in one’s second language, our typical fluency can abandon us. In this workshop, we will practice mock interviews, explore interviewing strategies, and identify ways to set ourselves up for fluent communication in the interview setting. Bring a job posting or employer profile with you, and your CV or resume if you have a relatively recent one. Sign up to reserve a space: http://bit.ly/2i12zC4",Map Undergraduate Science Building - 1250,['2017-02-07 17:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop']"
37436,ELI WINTER WORKSHOP SERIES: POWER UP YOUR ENGLISH WITH GREAT SELF-STUDY APPS + SITES,"There are so many free websites and apps for improving English that it can be hard to find the really useful ones, especially for advanced speakers and writers. In this hands-on workshop, you will learn about a small set of powerful English sites and apps and practice techniques for using these tools to take your advanced English to the next level. We will look at resources for improving speaking, listening, writing, reading, and vocabulary. Bring your laptop, tablet, or phone to try things out on your own device during the workshop. Sign up now to reserve a space: http://bit.ly/2ikmB8E",Map Undergraduate Science Building - 1250,['2017-02-14 17:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop', 'Writing']"
37438,ELI WINTER WORKSHOP SERIES: ACADEMIC SMALL TALK,"Making small talk is one of the most challenging types of speaking to master in a second language. In this workshop, we will explore conversation topics, turn-taking strategies, active listening, and sources for sample conversations. We will consider different varieties of small talk in common graduate student contexts, such as getting to know classmates or seeming friendly and confident at a job interview or as a GSI. Come ready to practice with one another and to identify effective ways to practice on your own. Sign up now to reserve a space: http://bit.ly/2iK85d9",Map Undergraduate Science Building - 1250,['2017-03-07 17:00'],"['Free', 'Graduate school', 'International', 'Language', 'Workshop']"
37439,Detroiters Speak: Introduction - What is the Purpose of Education?,"Join us for our opening session this semester as we aim to make sense of how we arrived at today's dynamic education landscape in Detroit. In this first session, we'll introduce our collaborative teaching team from WSU and UM and our unique community classroom model; we'll facilitate a dialogue on the meaning and experience of learning; and we'll share our expectations for each other and this class.","Cass Corridor Commons (4605 Cass Ave., Detroit, MI)",['2017-02-09 19:30'],"['Activism', 'Detroit', 'Education', 'Food', 'Free', 'Social justice']"
37440,"Detroiters Speak: Detroit Public Schools - Race, History, & Purpose",Details to follow,"Cass Corridor Commons (4605 Cass Ave., Detroit, MI)",['2017-02-16 19:30'],"['Activism', 'Detroit', 'Discussion', 'Diversity', 'Education', 'Food', 'Free', 'History', 'Lecture', 'Social justice']"
37463,Guest Q&A: Fanshen Cox DiGiovanni,"Join Michigan alum Fanshen Cox DiGiovanni for a Q&A on her background and career, her one-woman show One Drop of Love (co-produced with Ben Affleck and Matt Damon, which will be performed on January 16 at the Mendelssohn Theatre), and how she approaches the exploration of racial identity through her art-making. This talk is co-hosted by EXCEL, DEI, and the Department of Theatre & Drama.",Map Walgreen Drama Center - Towsley Studio,['2017-01-17 13:00'],"['Free', 'North campus', 'Theater']"
37464,Computer Music Showcase,A showcase of performances and electronic works that are products of Computer Music class taught by Paul Dooley and Erik Santos.,Map Earl V. Moore Building - Chip Davis Technology Studio,"['2017-04-12 19:30', '2017-04-13 19:30']","['Free', 'Music', 'North campus']"
